zone_id,borough,Zone,area_km2,neighbor_count
105,Manhattan,Governor's Island/Ellis Island/Liberty Island,0.7184176613720897,0
106,Brooklyn,Gowanus,1.066743165045795,4
107,Manhattan,Gramercy,0.6998619682636463,5
108,Brooklyn,Gravesend,2.911320025314373,4
109,Staten Island,Great Kills,8.323976249089299,4
110,Staten Island,Great Kills Park,2.1736776529552544,2
111,Brooklyn,Green-Wood Cemetery,1.9599392238337288,5
112,Brooklyn,Greenpoint,3.286524973086318,2
113,Manhattan,Greenwich Village North,0.5437386614310359,4
114,Manhattan,Greenwich Village South,0.4411161944952392,5
115,Staten Island,Grymes Hill/Clifton,3.5065633969182635,5
116,Manhattan,Hamilton Heights,1.4951873269072897,3
117,Queens,Hammels/Arverne,5.752182210031008,2
118,Staten Island,Heartland Village/Todt Hill,17.17525403134894,9
119,Bronx,Highbridge,1.529277377883073,2
120,Manhattan,Highbridge Park,0.7246119473196523,4
121,Queens,Hillcrest/Pomonok,3.6077046073577463,5
122,Queens,Hollis,2.126335649651796,4
123,Brooklyn,Homecrest,2.7863578378079086,7
124,Queens,Howard Beach,5.93308502277475,5
125,Manhattan,Hudson Sq,0.3814546188128964,4
126,Bronx,Hunts Point,4.62146033876966,5
127,Manhattan,Inwood,1.3406731207646172,3
128,Manhattan,Inwood Hill Park,0.9274515616441321,3
129,Queens,Jackson Heights,4.444712866927529,8
130,Queens,Jamaica,4.395041453531723,6
131,Queens,Jamaica Estates,3.9752756840786456,6
132,Queens,JFK Airport,18.21615480333536,5
133,Brooklyn,Kensington,1.476563516672231,4
134,Queens,Kew Gardens,1.8991152619173277,5
135,Queens,Kew Gardens Hills,4.389623449200781,4
136,Bronx,Kingsbridge Heights,1.2235508277462124,6
137,Manhattan,Kips Bay,0.6438671865394978,4
138,Queens,LaGuardia Airport,2.928880357083854,5
139,Queens,Laurelton,4.193541151451458,5
140,Manhattan,Lenox Hill East,0.6929726784170189,3
141,Manhattan,Lenox Hill West,0.7187069921288404,5
142,Manhattan,Lincoln Square East,0.709253260858307,5
143,Manhattan,Lincoln Square West,0.7606338186987871,3
144,Manhattan,Little Italy/NoLiTa,0.4454639099667974,5
145,Queens,Long Island City/Hunters Point,2.559928783931477,3
146,Queens,Long Island City/Queens Plaza,0.9812714457606008,4
147,Bronx,Longwood,0.9969861997634661,4
148,Manhattan,Lower East Side,0.654427781543902,4
149,Brooklyn,Madison,2.543617641200447,5
150,Brooklyn,Manhattan Beach,1.8956722597496938,3
151,Manhattan,Manhattan Valley,0.83329773899588,3
152,Manhattan,Manhattanville,0.9892451021054872,3
153,Manhattan,Marble Hill,0.3039294351339622,2
154,Brooklyn,Marine Park/Floyd Bennett Field,9.123211402289309,4
155,Brooklyn,Marine Park/Mill Basin,6.441088788217467,4
156,Staten Island,Mariners Harbor,8.273425204151495,2
157,Queens,Maspeth,3.310517612979817,7
158,Manhattan,Meatpacking/West Village West,0.6602755530494652,4
159,Bronx,Melrose South,1.6043933546204237,4
160,Queens,Middle Village,5.359723056323553,5
161,Manhattan,Midtown Center,0.6743404930410829,5
162,Manhattan,Midtown East,0.44911591671463297,6
163,Manhattan,Midtown North,0.38308386265493966,7
164,Manhattan,Midtown South,0.5217422016161891,5
165,Brooklyn,Midwood,3.325908519719288,5
166,Manhattan,Morningside Heights,1.4796590932233398,3
167,Bronx,Morrisania/Melrose,1.5693286886038478,7
168,Bronx,Mott Haven/Port Morris,3.8931810854683704,5
169,Bronx,Mount Hope,1.3674724569007275,5
170,Manhattan,Murray Hill,0.6969708632383016,6
171,Queens,Murray Hill-Queens,4.876309474105501,6
172,Staten Island,New Dorp/Midland Beach,5.147409521451469,3
173,Queens,North Corona,1.6723624374706567,6
174,Bronx,Norwood,1.4595814245718512,5
175,Queens,Oakland Gardens,4.735805142098309,5
176,Staten Island,Oakwood,5.198159302542039,4
177,Brooklyn,Ocean Hill,1.8673268879445375,6
178,Brooklyn,Ocean Parkway South,1.6520096034514842,5
179,Queens,Old Astoria,1.4512672808393245,4
180,Queens,Ozone Park,2.32540539994739,5
181,Brooklyn,Park Slope,2.8815133574814995,7
182,Bronx,Parkchester,0.852914218853759,4
183,Bronx,Pelham Bay,0.8914312732847628,3
184,Bronx,Pelham Bay Park,9.160641789036742,6
185,Bronx,Pelham Parkway,2.1399614221557277,4
186,Manhattan,Penn Station/Madison Sq West,0.3476880081406052,4
187,Staten Island,Port Richmond,3.38366115985742,4
188,Brooklyn,Prospect-Lefferts Gardens,2.939417517225841,6
189,Brooklyn,Prospect Heights,0.9522404222580169,6
190,Brooklyn,Prospect Park,2.5436702400934386,6
191,Queens,Queens Village,6.459894319648527,6
192,Queens,Queensboro Hill,3.5060030857800877,6
193,Queens,Queensbridge/Ravenswood,1.1845691007760322,4
194,Manhattan,Randalls Island,2.1801122630570706,1
195,Brooklyn,Red Hook,2.24536665786254,3
196,Queens,Rego Park,1.8525988063676166,5
197,Queens,Richmond Hill,4.737021485320528,6
198,Queens,Ridgewood,4.690389868488668,6
199,Bronx,Rikers Island,1.6866417083882093,1
200,Bronx,Riverdale/North Riverdale/Fieldston,4.554812451415806,2
201,Queens,Rockaway Park,3.4981147785975275,2
202,Manhattan,Roosevelt Island,0.5868530513171295,0
203,Queens,Rosedale,5.715574425583439,4
204,Staten Island,Rossville/Woodrow,6.033872279929932,4
205,Queens,Saint Albans,7.192078685040148,8
206,Staten Island,Saint George/New Brighton,5.209040565205087,4
207,Queens,Saint Michaels Cemetery/Woodside,0.41933912757556024,4
208,Bronx,Schuylerville/Edgewater Park,8.228182035197625,5
209,Manhattan,Seaport,0.2600308756473661,4
210,Brooklyn,Sheepshead Bay,3.987907224213671,5
211,Manhattan,SoHo,0.3727361739830125,4
212,Bronx,Soundview/Bruckner,1.5107430017966998,5
213,Bronx,Soundview/Castle Hill,5.537253387398141,4
214,Staten Island,South Beach/Dongan Hills,6.227864471499178,3
215,Queens,South Jamaica,3.713556590924245,4
216,Queens,South Ozone Park,7.66180274763241,7
217,Brooklyn,South Williamsburg,1.0767381203012099,5
218,Queens,Springfield Gardens North,2.6411095054403906,4
219,Queens,Springfield Gardens South,4.020805586186113,6
220,Bronx,Spuyten Duyvil/Kingsbridge,2.1575557928425644,6
221,Staten Island,Stapleton,4.32285461923674,4
222,Brooklyn,Starrett City,1.0774800343990105,2
223,Queens,Steinway,5.367837125102912,6
224,Manhattan,Stuy Town/Peter Cooper Village,0.5174152910130504,4
225,Brooklyn,Stuyvesant Heights,2.9177821815547857,4
226,Queens,Sunnyside,6.9541635822507,5
227,Brooklyn,Sunset Park East,2.5203984473131817,5
228,Brooklyn,Sunset Park West,4.651607970257174,7
229,Manhattan,Sutton Place/Turtle Bay North,0.596220883829763,4
230,Manhattan,Times Sq/Theatre District,0.525964697927286,4
231,Manhattan,TriBeCa/Civic Center,1.1098925638997452,7
232,Manhattan,Two Bridges/Seward Park,1.4145955187437758,3
233,Manhattan,UN/Turtle Bay South,0.5706662031112455,4
234,Manhattan,Union Sq,0.6857015847161889,4
235,Bronx,University Heights/Morris Heights,1.974282403859163,5
236,Manhattan,Upper East Side North,0.9642543242096571,5
237,Manhattan,Upper East Side South,0.8999469663388343,5
238,Manhattan,Upper West Side North,1.1408059942921682,3
239,Manhattan,Upper West Side South,1.2199105655472497,4
240,Bronx,Van Cortlandt Park,6.7578113496686205,7
241,Bronx,Van Cortlandt Village,2.3839453573295324,5
242,Bronx,Van Nest/Morris Park,3.3720065872426495,11
243,Manhattan,Washington Heights North,2.1055246137457937,4
244,Manhattan,Washington Heights South,2.1460626697951253,3
245,Staten Island,West Brighton,4.379729131940908,4
246,Manhattan,West Chelsea/Hudson Yards,1.1938806965183069,4
247,Bronx,West Concourse,1.7993298624365766,5
248,Bronx,West Farms/Bronx River,1.4011694671775607,4
249,Manhattan,West Village,0.6774140338688415,5
250,Bronx,Westchester Village/Unionport,2.225117878141929,5
251,Staten Island,Westerleigh,5.880136645750901,6
252,Queens,Whitestone,6.414692372292056,4
253,Queens,Willets Point,0.5951092026480487,2
254,Bronx,Williamsbridge/Olinville,3.369933310104625,6
255,Brooklyn,Williamsburg (North Side),1.3700594565927122,3
256,Brooklyn,Williamsburg (South Side),1.3149873907792626,4
257,Brooklyn,Windsor Terrace,1.3046006113682311,5
258,Queens,Woodhaven,3.437548644427764,4
259,Bronx,Woodlawn/Wakefield,3.6920976673772277,3
260,Queens,Woodside,3.9612130276949546,6
261,Manhattan,World Trade Center,0.3222677651192,6
262,Manhattan,Yorkville East,0.6464057498450293,3
263,Manhattan,Yorkville West,0.61654364238965,4
